id,source,target,src_sentence,tar_sentence,true_y,AMT_src_ratings,AMT_tar_ratings
485552,yummy,tasty,I got the combo so it came with rice and beans which were yummy as well .,I got the combo so it came with rice and beans which were tasty as well .,1,"[1, 2, 2, 2, 2, 2, 2, 3, 4, 4]","[1, 3, 3, 3, 3, 3, 3, 4, 4, 5]"
654892,fabulous,amazing,attention to detail is fabulous .,attention to detail is amazing .,1,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 5]","[2, 2, 2, 3, 3, 3, 4, 4, 4, 5]"
1650086,boyfriend,buddy,"Long story short , my boyfriend loved and was impressed with the chocolate .","Long story short , my buddy loved and was impressed with the chocolate .",1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 3]","[1, 2, 4, 4, 4, 4, 5, 5, 5, 5]"
1650030,boyfriend,buddy,"I 've taken my sister and her boyfriend , my cousin and her boyfriend , several other couples , and they 've always LOVED this restaurant .","I 've taken my sister and her buddy , my cousin and her buddy , several other couples , and they 've always LOVED this restaurant .",1,"[1, 2, 2, 2, 2, 3, 3, 3, 3, 4]","[1, 2, 3, 4, 4, 4, 4, 4, 4, 5]"
2713776,yummy,delightful,Both yummy but i especially liked the fried cabbage as I 've never had it before .,Both delightful but i especially liked the fried cabbage as I 've never had it before .,1,"[1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","[2, 2, 2, 3, 3, 3, 3, 3, 3, 4]"
1268098,fabulous,unbelievable,"It was my first introduction to Greek food , and it has been a fabulous adventure ever since .","It was my first introduction to Greek food , and it has been a unbelievable adventure ever since .",1,"[2, 2, 2, 2, 2, 3, 3, 3, 3, 4]","[3, 3, 3, 3, 3, 3, 4, 4, 4, 5]"
2433109,lovely,terrific,The Beautiful Carin and I have had a few things to celebrate lately and another terrific dinner at FnB seemed like a fitting way for us to enjoy a lovely Saturday evening together .,The Beautiful Carin and I have had a few things to celebrate lately and another terrific dinner at FnB seemed like a fitting way for us to enjoy a terrific Saturday evening together .,1,"[1, 2, 2, 3, 3, 3, 4, 4, 5, 5]","[1, 2, 2, 3, 3, 3, 4, 4, 5, 5]"
1533276,gorgeous,excellent,"Raviolo - So simple , so perfectly executed , so warm ... one big perfect pillow of house made pasta filled with ricotta and a gorgeous , unbroken ( bright orange !","Raviolo - So simple , so perfectly executed , so warm ... one big perfect pillow of house made pasta filled with ricotta and a excellent , unbroken ( bright orange !",1,"[1, 2, 2, 2, 2, 3, 3, 3, 3, 4]","[1, 1, 2, 2, 2, 2, 2, 2, 3, 4]"
2301257,gorgeous,outstanding,The gardens are gorgeous !,The gardens are outstanding !,1,"[1, 1, 2, 2, 2, 2, 2, 2, 3, 4]","[1, 1, 1, 2, 2, 3, 3, 3, 3, 4]"
907547,fabulous,great,The mussels are a fabulous appetizer !,The mussels are a great appetizer !,1,"[1, 1, 2, 2, 2, 2, 3, 3, 3, 4]","[1, 2, 3, 3, 3, 3, 3, 3, 4, 4]"
907485,fabulous,great,The food was amazing I got the Belgian waffle it was fabulous and we sat at the booth in the corner.the inside of the restaurant looked great Over all this place is great !,The food was amazing I got the Belgian waffle it was great and we sat at the booth in the corner.the inside of the restaurant looked great Over all this place is great !,1,"[1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[1, 2, 2, 3, 3, 3, 3, 3, 4, 4]"
907519,fabulous,great,Their steaks are top notch and the wine selection is fabulous .,Their steaks are top notch and the wine selection is great .,1,"[1, 2, 2, 2, 2, 3, 3, 3, 3, 4]","[1, 3, 3, 3, 3, 3, 4, 4, 4, 5]"
441518,fabulous,terrific,I will be sure to continue sending my guests to this fabulous breakfast spot .,I will be sure to continue sending my guests to this terrific breakfast spot .,1,"[1, 2, 2, 2, 2, 2, 3, 3, 4, 4]","[1, 2, 2, 3, 3, 3, 3, 3, 3, 4]"
2433181,lovely,terrific,"The Beautiful Carin and I headed over to the Roaring Fork for Happy Hour a couple of nights ago and spent a lovely evening at the bar with Clark , the bartender/server/happy hour ambassador .","The Beautiful Carin and I headed over to the Roaring Fork for Happy Hour a couple of nights ago and spent a terrific evening at the bar with Clark , the bartender/server/happy hour ambassador .",1,"[1, 2, 3, 3, 3, 4, 5, 5, 5, 5]","[1, 2, 3, 3, 4, 4, 4, 4, 4, 5]"
2049220,salesperson,dealer,I would also like to say that my salesperson has been outstanding.Willing to take my calls even after hours to discuss strategies for training .,I would also like to say that my dealer has been outstanding.Willing to take my calls even after hours to discuss strategies for training .,1,"[1, 3, 3, 3, 4, 4, 4, 5, 5, 5]","[2, 3, 3, 3, 3, 4, 4, 4, 4, 5]"
2049210,salesperson,dealer,"More like the salesperson pulling my chain getting me all excited about the upgrade , yet it was nothing more than a nicer compact car with better gas miles .","More like the dealer pulling my chain getting me all excited about the upgrade , yet it was nothing more than a nicer compact car with better gas miles .",1,"[3, 4, 4, 4, 4, 4, 4, 4, 5, 5]","[2, 2, 2, 2, 3, 4, 4, 4, 4, 5]"
648156,thorough,meticulous,Jason was very responsive and thorough with the process to book our hotel rooms .,Jason was very responsive and meticulous with the process to book our hotel rooms .,1,"[2, 3, 3, 3, 3, 3, 4, 4, 4, 4]","[2, 2, 2, 3, 3, 3, 3, 4, 4, 5]"
648198,thorough,meticulous,"Dr. Jalali showed that he is a knowledgeable dentist who took the time to do a thorough exam , explain his findings , and recommended tips to maintain good oral health .","Dr. Jalali showed that he is a knowledgeable dentist who took the time to do a meticulous exam , explain his findings , and recommended tips to maintain good oral health .",1,"[3, 3, 3, 3, 3, 3, 4, 4, 4, 4]","[1, 1, 3, 3, 3, 3, 3, 3, 4, 5]"
2049214,salesperson,dealer,"The salesperson told her the material was durable when she bought it , only to have it fall apart .","The dealer told her the material was durable when she bought it , only to have it fall apart .",1,"[3, 3, 3, 4, 4, 4, 4, 4, 4, 5]","[1, 1, 2, 2, 3, 3, 3, 4, 4, 5]"
2049219,salesperson,dealer,The manager said `` A salesperson will be with you shortly . '',The manager said `` A dealer will be with you shortly . '',1,"[3, 3, 3, 3, 3, 3, 4, 4, 5, 5]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 5]"
2433191,lovely,terrific,"If I had the scrilla I would book a table every couple of weeks as the restaurant has amazing food , great service and the location is in a lovely part of town .","If I had the scrilla I would book a table every couple of weeks as the restaurant has amazing food , great service and the location is in a terrific part of town .",1,"[2, 2, 2, 3, 3, 3, 4, 4, 5]","[1, 2, 3, 3, 3, 4, 4, 4, 4]"
277499,thorough,careful,"Right on time , set us up and were very thorough on getting us ready for the day .","Right on time , set us up and were very careful on getting us ready for the day .",1,"[2, 2, 3, 3, 3, 3, 4, 4, 4, 5]","[1, 2, 3, 3, 3, 3, 4, 4, 4, 4]"
277465,thorough,careful,Expaditing all of our plates to us after a thorough critique .,Expaditing all of our plates to us after a careful critique .,1,"[3, 3, 3, 3, 3, 3, 4, 4, 4, 4]","[1, 1, 2, 3, 3, 3, 3, 3, 3, 4]"
1268176,fabulous,unbelievable,`` slice of heaven on a roll '' satisfy the most finicky of hamburger aficionados ( like my boyfriend and I ) they also have the most fabulous dinner menu .,`` slice of heaven on a roll '' satisfy the most finicky of hamburger aficionados ( like my boyfriend and I ) they also have the most unbelievable dinner menu .,1,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 3]","[1, 1, 1, 1, 1, 1, 2, 3, 3, 5]"
